kepid,name,label,period,epoch,duration
12470844,K00790.02,1,60.4189369,181.16367,0.2099583333333333
12644822,K00791.01,1,12.611904345,180.892284,0.21457083333333332
2440757,K00792.01,0,1.433769925,170.403536,0.07861666666666667
2445129,K00793.01,0,10.31872301,173.31543,0.15983333333333333
2713049,K00794.01,1,2.539183147,169.67494,0.10117499999999999
3114167,K00795.01,1,6.770300385,170.57662,0.08685
3114661,K00796.01,0,0.444291966,169.865406,0.08663333333333334
4139816,K00812.02,1,20.06036336,147.46554,0.13834583333333333
4139816,K00812.03,1,46.1842039,165.23729,0.19824999999999998
8395660,K00116.04,1,23.9800854,147.537,0.22295833333333331
4139816,K00812.04,1,7.82502168,136.54995,0.09108333333333332
4275191,K00813.01,1,3.895936525,170.527552,0.09629583333333333
4476123,K00814.01,1,22.36646466,175.45862,0.21783333333333332
3351888,K00801.01,1,1.625522174,170.8266564,0.09956791666666666
3554600,K00803.01,0,7.544039,171.7982,0.25925
3641726,K00804.01,1,9.02930689,177.20422,0.13103749999999997
3734868,K00805.01,0,10.328035714,174.581054,0.3246458333333333
3832474,K00806.01,1,143.2063047,154.23552,0.3720916666666666
8395660,K00116.03,1,6.164876,135.63916,0.13591666666666666
3832474,K00806.02,1,60.32494216,243.892578,0.2757833333333333
3832474,K00806.03,1,29.1598615,150.69922,0.200125
3836375,K00807.01,0,1.540397253,170.50479,0.08975416666666666
3838486,K00808.01,0,2.99025443,171.9834,0.2255833333333333
3935914,K00809.01,1,1.594745374,170.6483505,0.08168333333333333
3940418,K00810.01,1,4.783002698,170.508434,0.09729166666666667
4049131,K00811.01,1,20.50588921,181.43428,0.16914583333333333
4139816,K00812.01,1,3.340218842,171.979062,0.0796
5287983,K00828.01,0,2.507089906,171.002455,0.08361249999999999
5358241,K00829.01,1,18.64932728,174.771,0.18356666666666666
10875245,K00117.02,1,4.90144976,138.60548,0.17355833333333331
5358241,K00829.02,1,9.75192101,138.78608,0.19970833333333332
5358241,K00829.03,1,38.5576546,163.85063,0.24141666666666664
5358624,K00830.01,1,3.525632539,170.0479951,0.10831625
4664847,K00816.01,1,7.748094239,174.997206,0.14982083333333332
4725681,K00817.01,1,23.96793669,186.22182,0.1594583333333333
4725681,K00817.02,1,8.29561738,135.79284,0.055920833333333336
4913852,K00818.01,1,8.11437482,176.33968,0.09473333333333334
4932348,K00819.01,0,38.036729482,196.934947,0.18109041666666664
11913073,K00011.01,0,3.747838198,171.66504,0.2110083333333333
10875245,K00117.01,1,14.74914825,138.77799,0.2541458333333333
5021899,K00821.01,1,21.81295996,174.01085,0.1824625
5077629,K00822.01,0,7.91936937,172.181092,0.13811666666666667
5164255,K00824.01,1,15.37562369,173.61402,0.13820416666666666
5252423,K00825.01,1,8.10363271,176.9486,0.13170833333333332
5252423,K00825.02,1,4.71510843,134.96178,0.10441666666666666
5272878,K00826.01,1,6.365839713,171.13575,0.1238375
5283542,K00827.01,0,5.97581754,174.77602,0.1277083333333333
5649215,K00839.01,0,2.446737317,170.66951,0.19671249999999998
5651104,K00840.01,1,3.04033046,169.9490106,0.07671249999999999
5792202,K00841.01,1,15.33528675,174.00278,0.162375
10875245,K00117.04,1,7.95825328,137.80219,0.18237499999999998
5792202,K00841.02,1,31.33046135,153.43031,0.21566666666666667
5370302,K00831.01,0,3.9043425,173.393734,0.159625
5372966,K00832.01,0,9.286358079,171.8214689,0.14581208333333334
5376067,K00833.01,0,3.951405455,173.276125,0.09109166666666665
5436502,K00834.01,1,23.65369415,171.376107,0.3424291666666666
5436502,K00834.02,1,13.23352214,140.32196,0.2807166666666666
5436502,K00834.03,1,6.15560285,134.81656,0.20767916666666666
5436502,K00834.04,1,2.090811305,134.17462,0.14116666666666666
10875245,K00117.03,1,3.180027898,133.49863,0.14915416666666664
5436502,K00834.05,1,50.4467417,178.5014,0.2982916666666666
5456651,K00835.01,1,11.76307164,180.93613,0.12115
5456651,K00835.02,1,56.2279271,132.29259,0.14875
5481416,K00836.01,0,2.384052875,171.58362,0.128825
5531576,K00837.01,1,7.953547,174.66224,0.10963333333333333
5531576,K00837.02,1,4.14451656,135.92831,0.0975875
5534814,K00838.01,0,4.859386384,173.011469,0.09482083333333333
6291653,K00850.01,1,10.526294577,176.522462,0.10504583333333334
6392727,K00851.01,1,4.583520948,169.973972,0.11272916666666666
6422070,K00852.01,1,3.76181843,171.90364,0.14656666666666665
6428700,K00853.01,1,8.20396958,169.69138,0.12361249999999999
6428700,K00853.02,1,14.49645186,143.41659,0.16733333333333333
5792202,K00841.03,1,6.54626149,133.85964,0.11458333333333333
5794379,K00842.01,1,12.71809866,175.35526,0.12898749999999998
5794379,K00842.02,1,36.06588163,198.58423,0.18019166666666667
5881688,K00843.01,1,4.190425659,171.44122,0.11912083333333334
6022556,K00844.01,1,3.709870784,171.987982,0.12789166666666665
6032497,K00845.01,1,16.3297527,177.29506,0.26129166666666664
6061119,K00846.01,1,27.807566216,186.713552,0.17566125
6191521,K00847.01,1,80.8723469,203.895,0.4664583333333333
6267425,K00848.01,0,3.166465862,172.002627,0.12242083333333333
3531558,K00118.01,1,24.99324319,138.68167,0.2475375
6276477,K00849.01,1,10.35533116,170.93729,0.13239583333333332
6863998,K00867.01,1,16.08518937,180.28319,0.16599999999999998
6948054,K00869.01,1,7.49018305,174.95037,0.11373749999999999
6948054,K00869.02,1,36.2761238,201.2869,0.1994375
6948054,K00869.03,1,17.46087931,137.26594,0.09433749999999999
6435936,K00854.01,1,56.0560754,201.16578,0.19520833333333332
6522242,K00855.01,1,41.408316686,195.78745,0.2094333333333333
6587280,K00857.01,1,5.715425977,174.87931,0.10517499999999999
9471974,K00119.01,1,49.18394185,141.911924,0.47234999999999994
6587280,K00857.02,1,20.0261412,146.91109,0.06712499999999999
6675056,K00859.01,0,10.44331991,175.4046,0.11429166666666665
6685526,K00861.01,1,2.237489571,170.81914,0.07549583333333333
6756669,K00862.01,0,5.851520671,173.8228336,0.1296075
6784235,K00863.01,1,3.167893418,172.147959,0.09089166666666666
6849310,K00864.01,1,4.311780262,173.576483,0.11354583333333332
6849310,K00864.02,1,20.0504494,188.08821,0.18983333333333333
6849310,K00864.03,1,9.76734503,186.57718,0.06910416666666666
9471974,K00119.02,1,190.3200468,312.68498,0.6368333333333334
6862603,K00866.01,0,2.861159894,171.648106,0.07846666666666666
7366258,K00880.01,1,26.44439337,194.12074,0.16576249999999998
7366258,K00880.02,1,51.53997972,174.055011,0.26664166666666667
7366258,K00880.03,1,5.902245782,136.78393,0.12084583333333333
7366258,K00880.04,1,2.382951591,135.080841,0.07865
7373451,K00881.01,1,21.02250608,207.67593,0.1711333333333333
6948054,K00869.04,1,3.219814777,133.00406,0.08600833333333333
6949607,K00870.01,1,5.912273234,172.184012,0.09689166666666667
6949607,K00870.02,1,8.98581901,175.68418,0.11919166666666665
11869052,K00120.01,0,20.5452375,137.91394,0.104875
7109675,K00872.01,1,33.60123371,186.680343,0.18356666666666666
7109675,K00872.02,1,6.76652928,138.0637,0.12084999999999999
7118364,K00873.01,1,4.347288783,172.23343,0.08759999999999998
7134976,K00874.01,1,4.601811819,169.98108,0.09419583333333333
7134976,K00874.02,1,11.18719905,137.17814,0.13549999999999998
7135852,K00875.01,1,4.220965778,170.622433,0.12855833333333333
7270230,K00876.01,0,6.998099523,171.898913,0.08536666666666666
7287995,K00877.01,1,5.95489993,170.955871,0.09955
7287995,K00877.02,1,12.03987488,181.22536,0.11401249999999999
7287995,K00877.03,1,20.83762895,132.08488,0.09889166666666667
3247396,K00121.01,0,8.8111022,136.4568,0.21117916666666664
7303253,K00878.01,1,23.58917143,173.81994,0.211375
5094751,K00123.01,1,6.481633073,122.977657,0.15766666666666665
7678434,K00892.01,1,10.37168928,172.61729,0.12645833333333334
7678434,K00892.02,1,3.96996298,137.75447,0.048987499999999996
7685981,K00893.01,1,4.40841331,172.18582,0.20883333333333332
7708215,K00894.01,0,7.9426176,174.52563,0.27929166666666666
7373451,K00881.02,1,226.8904775,207.35971,0.3149166666666666
7377033,K00882.01,0,1.956811408,170.694208,0.09149166666666667
7434875,K00884.01,1,9.439459486,177.186096,0.12074583333333333
8349582,K00122.01,1,11.523067458,131.969055,0.1614875
7434875,K00884.02,1,20.47748843,178.66786,0.11818333333333332
7434875,K00884.03,1,3.336123113,135.31623,0.08173333333333332
7455287,K00886.01,1,8.01078456,170.20739,0.09633333333333333
7455287,K00886.02,1,12.07134205,143.45948,0.18009999999999998
7455287,K00886.03,1,20.99587872,152.31554,0.10972083333333334
7458762,K00887.01,1,7.41113177,175.34754,0.10517499999999999
7552344,K00888.01,0,1.000747038,169.974229,0.041529166666666666
757450,K00889.01,1,8.884922995,169.991686,0.08625166666666667
7585481,K00890.01,1,8.09888906,176.623731,0.17510041666666668
7663691,K00891.01,1,10.00653012,176.96898,0.22266666666666668
5812701,K00012.01,1,17.855221681,146.596466,0.3088695833333333
8039892,K00903.01,1,5.007316661,173.433997,0.17650833333333332
8150320,K00904.01,1,2.211116989,170.150139,0.0686875
8150320,K00904.02,1,27.9541337,178.73791,0.16458333333333333
11086270,K00124.01,1,12.69104387,137.12594,0.1571958333333333
7767559,K00895.01,0,4.409409243,171.89433,0.1609833333333333
7825899,K00896.01,1,16.23947096,175.569907,0.16822499999999999
7825899,K00896.02,1,6.308201629,174.047661,0.12410416666666665
7849854,K00897.01,1,2.052349884,169.890622,0.08657499999999999
7870390,K00898.01,1,9.7704486,175.71372,0.10215416666666667
7870390,K00898.02,1,5.169804269,172.63153,0.08970833333333333
5094751,K00123.02,1,21.22261195,137.57403,0.2712208333333333
7870390,K00898.03,1,20.09017037,147.97788,0.1730833333333333
7907423,K00899.01,1,7.11373257,174.32351,0.09068333333333334
7907423,K00899.02,1,3.306551643,134.37211,0.0757375
7907423,K00899.03,1,15.36845737,147.38965,0.102975
7938496,K00900.01,1,13.81020318,172.33533,0.127
8490993,K00911.01,1,4.093578461,171.00954,0.1076375
8490993,K00911.02,1,105.145959,178.367,0.35804166666666665
8505670,K00912.01,1,10.8484518,171.80584,0.12497083333333332
8505670,K00912.02,1,6.66833241,137.43988,0.07979166666666666
8544996,K00913.01,1,4.082274889,169.6375652,0.13458958333333332
8150320,K00904.03,1,42.1406089,139.0604,0.21179166666666666
8150320,K00904.04,1,4.617490562,135.04909,0.09424166666666667
8150320,K00904.05,1,10.19849255,137.92067,0.10117916666666667
8180063,K00905.01,0,5.795063956,172.697467,0.1354
8226994,K00906.01,1,7.15681552,174.13511,0.10784166666666667
8226994,K00906.02,1,17.64830851,133.54533,0.08697083333333333
8226994,K00906.03,1,4.14810719,133.3881,0.105625
8247638,K00907.01,1,16.51410989,176.11686,0.17322916666666666
8247638,K00907.02,1,30.1329298,190.38336,0.21549999999999997
8247638,K00907.03,1,4.79090809,136.31106,0.10845833333333334
11086270,K00124.02,1,31.71981013,142.82083,0.20079166666666665
8247638,K00907.04,1,99.6415962,198.68664,0.18533333333333335
8255887,K00908.01,1,4.708326451,171.446507,0.13171416666666666
8256049,K00909.01,0,16.37198661,172.75926,0.16020416666666665
8414716,K00910.01,1,5.392026903,171.72707,0.12418333333333333
9141746,K00929.01,1,6.491682808,174.633553,0.17920833333333333
9159275,K00930.01,0,3.044770796,172.01916,0.417225
9166862,K00931.01,1,3.855603916,170.6787843,0.13407916666666667
9166870,K00932.01,0,3.855599139,170.67957,0.132625
11449844,K00125.01,1,38.47876629,151.852812,0.21007041666666665
8605074,K00915.01,0,37.601661282,194.713383,0.346085
8628973,K00916.01,1,3.314947362,171.313058,0.07502916666666666
8655354,K00917.01,0,6.71969089,173.35776,0.12596249999999998
8672910,K00918.01,1,39.6431552,206.596798,0.27205
8686150,K00919.01,0,51.42598578,173.535933,0.7059249999999999
8689031,K00920.01,1,21.80451611,190.49737,0.1420708333333333
8689373,K00921.01,1,10.28194593,175.33988,0.14319166666666666
8689373,K00921.02,1,18.11993039,182.61535,0.17628749999999999
8689373,K00921.03,1,3.78402867,133.28133,0.07921666666666666
8826878,K00922.01,1,5.15448142,171.6389,0.1345
5897826,K00126.01,0,33.80364366,202.259731,0.47838749999999997
8883593,K00923.01,1,5.743469797,174.898924,0.1433833333333333
9016295,K00925.01,0,19.974485239,171.6300909,0.17644958333333333
9077124,K00926.01,1,3.166353562,170.966145,0.13803749999999998
9097120,K00927.01,0,23.899634407,188.982797,0.15911708333333333
9466668,K00939.01,1,3.388012244,170.5336,0.11187083333333332
9466668,K00939.02,1,5.83909761,132.09261,0.13297916666666665
9466668,K00939.03,1,1.620467654,132.06388,0.0912
9466668,K00939.04,1,10.6816951,131.55082,0.15020833333333333
9479273,K00940.01,1,6.104849417,169.573477,0.19546666666666668
8359498,K00127.01,1,3.578780566,134.0304187,0.12128708333333334
9171801,K00933.01,0,3.187067566,171.64976,0.12995833333333334
9334289,K00934.01,1,5.826657508,173.011411,0.12159583333333332
9334289,K00934.02,1,12.41216347,142.54039,0.15579166666666666
9334289,K00934.03,1,18.74649011,147.13074,0.16229166666666667
9347899,K00935.01,1,20.86021229,180.017757,0.21640416666666665
9347899,K00935.02,1,42.63427848,141.16954,0.25832499999999997
9347899,K00935.03,1,87.6476068,134.94222,0.369625
9388479,K00936.01,1,9.467821474,178.415842,0.1013625
9388479,K00936.02,1,0.893040969,134.540342,0.045754166666666665
11359879,K00128.01,1,4.942783419,136.3294353,0.13556083333333332
9406990,K00937.01,1,20.83426731,176.58569,0.1685583333333333
9415172,K00938.01,1,9.94602357,171.70192,0.14109166666666667
9415172,K00938.02,1,1.04562195,133.91912,0.07897916666666666
9415172,K00938.03,1,5.71462396,132.63866,0.09733333333333333
9904059,K00145.01,0,102.9641952,158.07473,0.6556249999999999
3231341,K01102.02,1,8.14515981,140.56811,0.211375
3231341,K01102.03,1,18.9985279,144.74157,0.1887083333333333
3231341,K01102.04,1,4.24439049,137.06643,0.13674999999999998
7626506,K00150.02,1,28.5742692,143.8315,0.20594583333333333
10482160,K01170.01,1,7.34373964,137.29874,0.04909999999999999
10485069,K01171.01,0,0.445277068,133.52312,0.14745833333333333
3233043,K00966.01,0,0.379463865,170.2480164,0.036206666666666665
6579806,K00967.01,0,9.88047978,173.608672,0.11602416666666666
3560301,K00968.01,0,4.6484156,261.09395,1.5914125
4044005,K00969.01,0,17.512014768,174.282592,0.07603333333333333
5802246,K01044.01,0,0.525154153,133.744359,0.08933749999999999
6066403,K01045.01,0,1.303861044,134.212059,0.16892083333333333
6209637,K01046.01,0,0.73452496,133.43108,0.2791666666666667
5988031,K01047.01,0,2.55549176,134.50078,0.37845833333333334
7684873,K00014.01,0,2.947376671,171.522978,0.08712916666666666
8559644,K00139.01,1,224.7789355,142.095338,0.4662458333333333
2851100,K01104.01,0,0.890110752,133.2647,0.03655833333333333
3130300,K01105.01,0,5.76573396,133.30941,0.12183333333333332
3240158,K01106.01,1,7.42608123,139.90039,0.15157916666666665
3240158,K01106.02,1,15.9868932,137.5964,0.17325000000000002
3228959,K01107.01,0,0.73094589,133.68876,0.18
3218908,K01108.01,1,18.92537246,149.49558,0.16597916666666665
10341913,K01172.01,0,0.933749106,134.31831,0.17733333333333334
10480921,K01173.01,0,2.037440623,133.59962,0.14341666666666666
10350571,K01175.01,1,31.5925809,142.9649,0.56525
10350571,K01175.02,1,17.157236,133.68951,0.4701666666666667
3749365,K01176.01,1,1.97376085,178.6894194,0.07605916666666666
11013201,K00972.01,1,13.118962443,261.539434,0.17935416666666665
11673674,K00133.01,0,4.618767792,133.386535,0.24982083333333333
3632418,K00975.01,1,2.785821236,260.83731,0.14832916666666665
3441784,K00976.01,0,52.56901867,184.971267,0.28127916666666664
5820218,K01048.01,0,3.411758679,133.18086,0.13158333333333333
5876368,K01049.01,0,0.525426427,133.187901,0.045004166666666665
5809890,K01050.01,1,1.269091415,133.343682,0.06102916666666666
5809890,K01050.02,1,2.853133997,133.79678,0.06104166666666667
6131236,K01051.01,1,6.79685353,138.11324,0.13209166666666666
9048161,K00146.01,0,8.667822346,137.341841,0.2069083333333333
3218908,K01108.02,1,1.475323222,131.83272,0.09647916666666667
3218908,K01108.03,1,4.15246118,134.57991,0.10731249999999999
3235672,K01109.01,0,6.7210783,134.7775984,0.3108333333333333
2837111,K01110.01,1,8.7348852,135.0818,0.18708333333333332
3120276,K01111.01,0,10.26547688,136.49663,0.15554166666666666
3547091,K01177.01,0,3.305577989,180.68154,0.10792916666666666
3869825,K01178.01,0,4.800653901,134.365782,0.37674583333333334
3655332,K01179.01,0,15.06649901,140.654788,0.24952083333333333
4042026,K01180.01,0,34.82008158,163.015559,0.46546249999999995
3344419,K01181.01,0,0.651784374,133.111707,0.08392083333333333
11192141,K00977.01,0,1.353771892,261.43662,0.29216666666666663
11494130,K00978.01,0,18.95491633,262.46677,1.0103749999999998
5648449,K00979.01,0,4.348866254,262.72768,0.13665416666666666
12167361,K00980.01,0,47.93094546,179.096467,0.11207083333333334
8607720,K00981.01,0,3.99751422,261.7243,0.15358333333333332
1433962,K00982.01,0,1.592633181,133.9243804,0.2316875
9032900,K00134.01,1,67.5923754,151.75056,0.510375
5956342,K01052.01,1,17.02902786,143.33395,0.19354166666666664
5956342,K01052.02,1,6.84619236,132.17265,0.14704166666666665
5956342,K01052.03,1,67.8321638,125.881,0.3065833333333333
5956342,K01052.04,1,43.1312147,166.26105,0.13324999999999998
5956656,K01053.01,1,1.224866441,133.20824,0.07119166666666665
3109930,K01112.01,1,37.8102649,158.35799,0.363875
2854914,K01113.01,1,25.93406406,149.76273,0.19225833333333334
2854914,K01113.02,1,83.4463485,158.68061,0.2723333333333333
3337425,K01114.01,0,7.04710032,139.79737,0.12191666666666667
3116412,K01115.01,1,12.99204853,136.32016,0.25072916666666667
3865567,K01182.01,0,11.11620211,133.100575,0.17545833333333333
3544689,K01183.01,0,1.922861499,134.658644,0.14889166666666664
4037164,K01184.01,0,0.635445336,134.184037,0.07746666666666666
3443790,K01185.01,0,1.665784138,133.863028,0.07894166666666666
3966912,K01186.01,0,55.6639167,156.35017,0.9810833333333333
8394721,K00152.01,1,52.09081627,158.744665,0.35995
11607193,K00983.01,0,7.1548608,266.04847,0.32058333333333333
1161345,K00984.01,1,4.28746668,262.06245,0.06538749999999999
10227501,K00985.01,0,2.002779769,261.95791,0.09295833333333332
2854698,K00986.01,1,8.18739443,260.86931,0.12696666666666667
2854698,K00986.02,1,76.0498163,161.71445,0.29825
8559644,K00139.02,1,3.341799486,141.35472,0.12189166666666665
6032981,K01054.01,0,3.3226948,134.444,0.14866666666666667
5866099,K01055.01,0,36.97708808,133.62681,0.197375
5964985,K01056.01,0,1.851409163,133.17995,0.4263333333333333
6066416,K01057.01,0,1.303859704,134.21201,0.1176625
1996679,K00147.01,0,145.5624926,146.0588,0.225525
2849805,K01116.01,1,3.749105745,135.10837,0.08260833333333333
3114811,K01117.01,1,11.08956602,141.76142,0.2619875
3003992,K01119.01,0,7.24476126,139.10497,0.09643749999999998
3554031,K01194.01,1,8.70798309,363.05638,0.10376666666666667
3554031,K01194.03,1,4.17634276,352.99674,0.09729166666666667
8394721,K00152.02,1,27.40229859,133.6284,0.28537916666666663
7295235,K00987.01,1,3.179267286,261.841607,0.04269166666666666
2302548,K00988.01,1,10.38122447,268.02421,0.11312499999999999
2302548,K00988.02,1,24.5709023,135.87209,0.14945833333333333
10743597,K00989.01,0,81.221876,184.26164,0.17139583333333333
10743597,K00989.02,0,0.817026268,132.835239,0.08666249999999999
9818381,K00135.01,1,3.024092505,132.4168573,0.11675416666666666
6124941,K01058.01,0,5.670155713,136.201739,0.039004166666666666
6060203,K01059.01,1,1.022678654,133.45422,0.05713333333333333
5880320,K01060.01,1,12.10968709,140.21258,0.2644208333333333
5880320,K01060.02,1,4.75796103,137.69636,0.19416666666666665
5880320,K01060.03,1,20.4972755,147.43894,0.35566666666666663
3003992,K01119.02,0,13.55480534,139.81609,0.09533333333333333
6307537,K01120.01,0,29.74454668,172.386652,0.9701749999999999
6359798,K01121.01,0,14.15402428,140.698466,0.18625041666666667
6311681,K01122.01,0,0.844786082,134.216987,0.1470375
6365321,K01123.01,0,0.848483947,133.585301,0.0602125
6301035,K01124.01,0,11.99097576,143.28437,0.23917083333333333
3859079,K01199.01,1,53.5292702,147.86464,0.23616666666666666
3557493,K01200.01,0,0.393726813,133.310396,0.12291666666666667
4061149,K01201.01,1,2.757584622,133.05017,0.038612499999999994
3444588,K01202.01,1,0.928310036,133.80358,0.04957916666666666
8394721,K00152.03,1,13.48457668,136.61808,0.20915416666666667
3962243,K01203.01,1,31.8841473,160.20696,0.25508333333333333
10015516,K00990.01,0,67.69213907,138.534171,2.1395416666666662
10154388,K00991.01,1,12.06222962,138.22229,0.08576666666666666
1432789,K00992.01,1,9.93146307,136.49128,0.2365833333333333
1718189,K00993.01,1,21.85362905,144.32031,0.14329166666666665
5880320,K01060.04,1,8.19345065,138.99617,0.21808333333333332
5130369,K00140.01,0,19.97867,137.17061,0.42366666666666664
6037187,K01061.01,1,41.8059544,142.81919,0.252375
6147122,K01062.01,0,15.45158184,142.21096,0.10025
8257407,K01063.01,0,89.698168533,176.3060152,0.23090833333333333
8218274,K01064.01,0,1.187352427,133.465454,0.20829166666666665
3964562,K00015.01,0,3.012476582,135.259271,0.13093333333333332
5735762,K00148.01,1,4.77800306,124.061465,0.11400416666666666
6292162,K01125.01,0,7.814839231,357.519981,0.12550833333333333
6307521,K01126.01,0,29.7452499,157.38519,0.9456249999999999
6359320,K01127.01,1,5.32667299,357.12617,0.14185416666666667
3848972,K01187.01,0,0.741057213,131.947273,0.043874583333333335
3860441,K01188.01,0,2.988085455,133.27252,0.15333333333333332
3765771,K01189.01,0,2.783883492,133.227846,0.102275
3557341,K01190.01,0,0.393727296,178.587454,0.12583333333333332
3859628,K01191.01,1,8.17242644,361.20157,0.16258333333333333
1718189,K00993.02,1,13.0607936,137.63148,0.13395833333333332
3858949,K00995.01,0,25.9518461,154.88212,0.6075416666666666
3858824,K00996.01,0,25.9518536,154.88278,0.6147916666666666
2157247,K00997.01,0,5.68628739,135.89269,0.7322083333333333
7601633,K00136.01,0,15.663886949,147.395712,0.10322916666666666
8242681,K01065.01,0,4.020628573,133.638478,0.1836875
8246781,K01067.01,0,185.02288222,273.185533,0.2030525
8264070,K01068.01,0,2.897432135,450.75739,0.13247083333333332
8222813,K01069.01,1,8.70420525,357.55941,0.12243749999999999
6359320,K01127.02,1,8.1280933,358.68367,0.15529166666666666
6362874,K01128.01,1,0.974868896,133.076265,0.0674625
6272413,K01129.01,1,4.89721006,133.39852,0.0755
8279765,K01130.01,0,2.757794163,135.232863,0.11518333333333333
8330548,K01132.01,0,1.914158508,134.644919,0.13715416666666666
3348082,K01196.01,0,3.98216698,135.52749,0.09983333333333333
3853673,K01197.01,0,0.643794198,133.984483,0.06525833333333333
3447722,K01198.01,1,16.08832318,139.49184,0.23879166666666665
3447722,K01198.02,1,10.30067919,142.74251,0.20354166666666665
3447722,K01198.03,1,35.6757453,145.00717,0.30754166666666666
1432214,K00998.01,0,161.78832712,214.039,0.22124999999999997
2165002,K00999.01,1,16.56806842,146.15285,0.17769583333333333
2165002,K00999.02,1,47.3329299,151.41614,0.11283333333333334
