kepid,name,label,period,epoch,duration
10797460,K00752.01,1,9.48803557,170.53875,0.12322916666666667
10797460,K00752.02,1,54.4183827,162.51384,0.18779166666666663
10848459,K00754.01,0,1.736952453,170.307565,0.10026708333333334
10854555,K00755.01,1,2.525591777,171.59555,0.0689375
10872983,K00756.01,1,11.09432054,171.20116,0.19143749999999998
10872983,K00756.02,1,4.13443512,172.97937,0.13084166666666666
10872983,K00756.03,1,2.56658897,179.55437,0.10120833333333332
6721123,K00114.01,0,7.36178958,132.25053,0.20925
10910878,K00757.01,1,16.06864674,173.621937,0.14727916666666666
11446443,K00001.01,1,2.470613377,122.763305,0.07263291666666666
10666592,K00002.01,1,2.204735417,121.3585417,0.16202666666666665
6922244,K00010.01,1,3.522498429,121.1194228,0.13326791666666665
10984090,K00112.02,1,3.709214104,133.98318,0.10959166666666666
10419211,K00742.01,0,11.521446064,170.839688,0.15166249999999998
10464078,K00743.01,0,19.40393776,172.484253,0.5089791666666666
10480982,K00744.01,0,19.221388942,184.5521637,0.1999345833333333
10485250,K00745.01,0,16.46983774,180.881761,0.3932416666666666
10526549,K00746.01,1,9.27358173,173.258155,0.13697916666666665
10583066,K00747.01,1,6.02930329,171.602959,0.06592083333333333
10583180,K00748.01,0,2.696370652,170.73769,0.1505375
10601284,K00749.01,1,5.349553819,171.80694,0.12615833333333332
10601284,K00749.02,1,3.94105221,136.08662,0.10826666666666665
10601284,K00749.03,1,8.10904807,132.8031,0.14983333333333332
2306756,K00113.01,0,386.6030528,166.342079,0.2835708333333333
10662202,K00750.01,1,21.67699193,171.53594,0.14397916666666666
10682541,K00751.01,1,4.99677968,171.74208,0.0904875
11460018,K00769.01,1,4.280963604,171.89659,0.11979166666666666
11463211,K00770.01,0,1.50635409,170.998064,0.06314583333333333
11465813,K00771.01,0,670.645531,209.04355,2.2255
11493732,K00772.01,0,61.2563628,173.83826,0.31804166666666667
11507101,K00773.01,1,38.3775486,172.82048,0.23283333333333334
10910878,K00757.02,1,41.19725502,165.00404,0.19290416666666665
10910878,K00757.03,1,6.252962249,171.30126,0.10757916666666667
10987985,K00758.01,1,16.01308419,176.3608,0.13564166666666666
11018648,K00759.01,1,32.62876672,194.1019,0.19987916666666666
11018648,K00759.02,1,91.7732862,193.8378,0.2697083333333333
11138155,K00760.01,1,4.959319244,172.2585292,0.09280791666666667
11152159,K00761.01,0,2.701287801,170.69579,0.14094583333333333
11153539,K00762.01,1,4.49876511,171.34905,0.155675
11242721,K00763.01,0,19.651209505,179.401981,0.21880833333333333
9579641,K00115.01,1,5.412203927,133.143089,0.12279999999999999
11304958,K00764.01,1,41.43958662,208.93203,0.44162083333333335
11391957,K00765.01,1,8.35389523,171.63257,0.09380833333333333
11403044,K00766.01,1,4.125543472,169.752585,0.13226666666666664
11414511,K00767.01,1,2.816504904,170.9676846,0.10441124999999998
11442465,K00768.01,0,33.93373447,186.67608,0.6067083333333333
12110942,K00786.01,1,3.689920099,170.36571,0.11065416666666666
12366084,K00787.01,1,4.431238488,171.015,0.13124999999999998
12366084,K00787.02,1,11.37936986,133.84992,0.10939583333333333
12404086,K00788.01,1,26.39432897,176.05459,0.14887499999999998
8395660,K00116.01,1,13.57078281,136.279194,0.13974583333333332
9579641,K00115.02,1,7.12594387,139.00492,0.12505833333333333
11656840,K00774.01,0,7.442652004,169.9717797,0.09615833333333332
11754553,K00775.01,1,16.38489988,172.72782,0.1260375
11754553,K00775.02,1,7.8774163,176.3759,0.08668749999999999
11754553,K00775.03,1,36.4454001,151.60125,0.16695833333333332
11812062,K00776.01,1,3.728732147,171.793255,0.11179166666666665
11853255,K00778.01,1,2.243380573,170.679233,0.04665
11909839,K00779.01,0,10.405998015,177.197466,0.2709833333333333
11918099,K00780.01,1,2.337437946,171.761982,0.08325833333333332
11923270,K00781.01,1,11.59822233,180.395376,0.10515416666666666
11960862,K00782.01,1,6.575315881,173.634044,0.17951666666666666
12020329,K00783.01,1,7.275040844,169.994217,0.3140708333333333
12066335,K00784.01,1,19.27153892,186.77093,0.114975
12066335,K00784.02,1,10.06524317,136.28906,0.057041666666666664
12070811,K00785.01,1,12.3935651,178.74725,0.16206666666666666
8395660,K00116.02,1,43.84439721,151.93538,0.28341666666666665
3120431,K00798.01,0,3.341913228,171.63943,0.158875
3246984,K00799.01,0,1.626630225,169.820171,0.08810416666666666
3342970,K00800.01,1,2.711504086,170.03417,0.12541249999999998
3342970,K00800.02,1,7.21203748,172.81782,0.1687125
12459725,K00789.01,0,14.1798187,171.50237,0.104375
12470844,K00790.01,1,8.47237911,174.16212,0.11352083333333332
