kepid,name,period,epoch,duration
4466677,K01338.03,21.0112068,132.6336,0.18779166666666663
9100484,K01399.01,8.75059775,358.24233,0.11786666666666668
6620003,K01225.01,1.714274727,133.3158074,0.08613666666666665
7363829,K01356.01,384.02570682,335.816169,0.6066666666666667
6719086,K01357.01,3.014330766,357.37948,0.1031125
11026304,K01420.01,13.35151248,363.086742,0.15018749999999997
11342550,K01421.01,1693.6636225,524.27995,0.9418333333333333
6946199,K01359.02,104.8205868,374.83154,0.18664166666666665
10867062,K01303.01,34.2966363,143.66728,0.8215833333333333
8046659,K01560.01,31.56904354,158.29983,0.10985
7841925,K01499.02,0.840594032,131.74104,0.058499999999999996
4276716,K01619.01,20.6654374,132.01229,0.13216666666666665
7287683,K01622.01,69.8347983,168.78436,0.34425
8266276,K01731.01,2.59488443,132.75658,0.07016666666666665
8396405,K01733.01,19.18109525,141.37097,0.10099999999999999
7199906,K01739.01,220.65651253,172.4278591,0.3258333333333333
9017682,K01630.01,11.30507984,138.13638,0.16620833333333332
10749128,K01639.02,9.9824036,133.44855,0.04541666666666667
11904734,K01764.01,12.681733929,132.682519,0.070275
10153011,K01773.01,83.09708021,162.935743,0.3859958333333333
11870545,K01510.01,0.839961456,178.354,0.0542
5031857,K01573.02,7.136922,131.75317,0.1166875
10028792,K01574.03,5.83393857,132.63426,0.1908875
11153121,K01647.03,6.33027476,133.86213,0.15291666666666665
6705142,K01758.01,5.59728249,131.86708,0.07479166666666666
5299459,K01576.03,23.3397956,146.3627,0.080125
4471747,K01656.01,51.3901452,145.3192,0.24979166666666666
4918309,K01582.01,186.4361811,146.91825,0.24058333333333332
4830605,K01660.01,35.6364022,164.17496,0.20366666666666666
12120943,K01458.01,8.98128472,354.83042,0.2099875
7768451,K01527.01,192.667139,162.87962,0.22679166666666664
9932970,K01587.01,52.971584,159.06109,0.14429999999999998
4932442,K01665.02,5.91393977,137.17182,0.02341666666666667
5360920,K01675.01,14.62399621,144.45527,0.091375
11702948,K01465.01,9.771462706,135.584899,0.073625
9512981,K01466.01,281.5628889,357.996571,0.36887499999999995
5526717,K01677.02,8.51170088,131.7557438,0.12083333333333332
5531953,K01681.01,6.93910337,138.33927,0.12404166666666666
9872292,K01537.01,10.19154678,136.69755,0.25687499999999996
5542466,K01590.01,12.89006728,201.22989,0.148125
4178389,K00185.01,23.210509958,134.386378,0.12908416666666667
5542466,K01590.03,4.74666128,134.63784,0.08720833333333333
7499398,K01473.01,23.02028478,357.786124,0.14766666666666667
5972334,K00191.03,0.708621057,133.36565,0.06267083333333333
7811397,K01477.01,169.4976085,228.99997,0.32375
5475431,K01546.01,0.917568975,133.932419,0.08605833333333332
5039228,K01597.01,7.79668781,134.42081,0.19457916666666666
7512982,K01480.02,7.00447892,137.89902,0.11120833333333333
5283458,K01547.01,30.69395532,365.665214,0.12296666666666667
8053552,K01549.01,29.481061268,134.22446,0.15265
7750419,K01708.01,32.7737631,151.44352,0.1423333333333333
7984047,K01552.01,77.63424586,417.153212,0.17084166666666667
5513648,K01962.01,32.85862571,133.51202,0.13117916666666665
7887791,K01964.01,2.229326354,133.09423,0.08310833333333333
9634821,K02037.03,8.56267266,355.13518,0.06375
11253711,K01972.01,17.79108667,149.25344,0.11091666666666666
9111849,K02042.01,63.0732241,191.2532,0.224875
11773328,K01906.01,8.710442022,134.614376,0.03927083333333333
5080636,K01843.02,6.35585682,137.49837,0.06458333333333333
3248501,K02052.01,4.22464216,133.09108,0.058458333333333334
11570749,K01856.01,46.2991052,155.80223,0.21867083333333331
9411166,K01922.02,15.09521323,139.474359,0.14208333333333334
2579043,K02064.01,6.31219171,136.93315,0.20573750000000002
8160953,K01858.02,86.049055,201.0385,1.22
10158418,K01784.01,5.007414194,135.024066,0.0566
3648437,K01861.01,17.50441726,135.74731,0.17743749999999997
2449431,K02009.01,86.7490807,170.29281,0.38245833333333334
5731623,K01793.01,3.261759866,131.778858,0.07330416666666667
10602291,K00210.01,20.92735802,139.325791,0.14273333333333332
9883311,K01872.01,30.5231459,146.85072,0.11369166666666666
4242147,K01934.01,28.78270955,132.3189,0.14379166666666665
4349442,K01803.01,4.539297295,133.9595824,0.0810625
10005788,K01940.02,6.73679732,136.4043415,0.09833333333333333
10656508,K00211.01,124.03589939,136.015098,0.20196666666666666
11656918,K01945.02,17.1181036,136.19429,0.05375
10844890,K01946.01,8.29482811,133.50201,0.11432083333333333
8624520,K01816.01,10.240611361,131.667897,0.04007083333333333
4851530,K01884.01,23.11707222,149.56221,0.16645
4851530,K01884.02,4.77502117,355.45644,0.07119583333333333
6300348,K00212.01,5.69590202,139.231637,0.14858749999999998
11030475,K02248.04,2.64622742,132.66343,0.058625
7033233,K02339.02,65.18703725,177.6208875,0.22666666666666668
8261920,K02174.01,6.69332825,137.70324,0.09629166666666666
6119141,K02343.01,29.0726293,136.97364,0.10483333333333333
3734418,K02261.02,6.6254781,136.1733,0.09825
9654875,K02272.01,1.34145255,132.69106,0.3125833333333333
3097926,K02186.01,14.97974335,143.46174,0.17191666666666666
10518424,K02188.02,6.7445683,135.5092,0.158875
5730445,K02189.01,33.35859852,137.57061,0.09525
5602588,K02369.02,6.3143447,173.3097,0.11649999999999999
5385304,K02370.01,78.7327023,168.72926,0.21004166666666668
11462341,K02124.01,42.3375799,158.25187,0.20516666666666666
11073656,K02206.01,1.834277283,132.85895,0.07291249999999999
