name,period,cat_period,epoch,cat_epoch,duration,cat_duration,label
K02441.01,4.791744870417465,4.79176993,134.0457260399322,134.03502,0.16949999999999998,0.1883333333333333,0
K02442.01,25.19171763513676,25.1933989,171.67070670940495,146.4301,0.21175,0.1925,1
K02442.02,12.310270338596982,12.3101351,178.79865254273827,141.8765,0.1423875,0.1582083333333333,1
K02518.01,0.7597581794940818,0.759762021,131.7990953248822,131.79506,0.14326666666666663,0.2046666666666666,0
K02520.01,6.494625528725732,6.49441464,132.22552690174115,132.25189,0.0976666666666666,0.0976666666666666,1
K02521.01,28.480011811872536,28.4750006,353.763176623393,154.5706,0.23589999999999994,0.1965833333333333,1
K02521.02,4.866358908851244,4.86634094,353.3394224567263,353.34131,0.0785416666666666,0.0785416666666666,1
K02593.01,14.799199513009784,14.7966306,142.6102751632634,142.74484,0.28064999999999996,0.233875,1
K02594.01,11.253324188498182,11.25401871,136.93629445588167,136.8901,0.0991458333333333,0.1982916666666666,1
K02595.01,9.182360903947929,9.18244299,134.0491102784989,134.04601,0.16192499999999996,0.1799166666666666,1
K02595.02,14.61208061758329,14.6134781,140.49739777849888,140.41368,0.2194166666666666,0.2194166666666666,1
K02596.01,109.51834904197625,119.682075,178.36743126462034,176.0877,0.6516666666666666,1.3033333333333332,0
K00257.01,6.883560316738143,6.88341278,124.46337796627175,172.66227,0.0861416666666666,0.0861416666666666,1
K02673.01,4.5936933884532465,4.593595496,736.6432546094553,134.88971,0.11445,0.11445,0
K02674.01,212.04367818120676,197.5111484,183.28805719156065,272.3864,0.6478499999999999,0.46275,1
K02674.02,11.172369384158886,11.1726723,128.84586135822732,140.00764,0.2544166666666666,0.2544166666666666,1
K02674.03,2.535710672932,2.53573284,122.874384274894,133.01581,0.14958749999999996,0.1662083333333333,1
K02443.01,6.791846515549382,6.79164656,136.46426051269393,136.48519,0.1392916666666666,0.1392916666666666,1
K02443.02,11.838390454435233,11.8376933,142.1766792626939,142.21212,0.1408749999999999,0.1408749999999999,1
K02444.01,18.553738746888946,18.5525162,172.57941730434524,135.51322,0.14616666666666664,0.1827083333333333,1
K02447.01,1.045500309562716,1.045492348,120.78381412024305,132.27517,0.1588708333333333,0.1222083333333333,0
K02522.01,5.604071694488693,5.60402307,133.81886204342246,133.82508,0.0428041666666666,0.0428041666666666,1
K02523.01,13.032611669766368,13.0313583,352.55754399437313,144.11544,0.18837500000000001,0.188375,1
K02524.01,41.75436520969031,40.9905002,138.6193388659095,132.4136,0.1528333333333333,0.3056666666666666,1
K02525.01,61.93099606315133,57.2932309,149.73421406895756,146.23112,0.101625,0.20325,1
K02597.01,8.005124423077449,8.00504749,138.70501718332952,138.71228,0.1383333333333333,0.1383333333333333,1
K02597.02,12.129633337218728,12.13070414,139.97429009999618,139.89855,0.160125,0.160125,1
K02597.03,5.613442051319267,5.61357653,131.83849634999618,131.81669,0.10893749999999995,0.1210416666666666,1
K02600.01,1.332530991193823,1.33255087,353.27017019003296,132.059,0.13368749999999993,0.1485416666666666,0
K02375.01,40.859483944393475,40.8792243,158.7151086266709,163.41583,0.40862499999999996,0.291875,0
K02376.01,18.82726266979866,18.8262877,360.591720319853,134.70322,0.10743333333333326,0.0976666666666666,1
K02378.01,4.7670796144039445,4.76702759,132.68180143853075,132.69368,0.06709999999999991,0.0838749999999999,1
K02448.01,13.629979071259235,13.62801048,353.3990018464006,135.45073,0.16213083333333325,0.1473916666666666,1
K02450.01,16.832737172642638,16.83203175,140.50639297541468,140.53041,0.1679583333333333,0.1679583333333333,1
K02451.01,13.374886074209511,13.37499553,132.30512226628557,142.38153,0.040974999999999956,0.0682916666666666,0
K02452.01,4.35368760434901,4.35370136,134.0987565280879,134.09426,0.06376666666666664,0.0797083333333333,0
K02526.01,145.33677275719182,134.96694,206.26929852801072,205.9674,0.3839583333333333,0.7679166666666666,0
K02527.01,1.3857926383691093,1.385787741,132.71886600201202,135.49119,0.0685375,0.0685375,1
K02528.01,12.023025224592686,12.02295362,136.20202729206812,136.20687,0.03694541666666662,0.0527791666666666,1
K02529.01,16.79621328590455,16.79716262,134.07292305665578,134.0417,0.14362499999999997,0.1595833333333333,1
K02529.02,63.98780538484455,64.0019669,132.77134388998914,132.61779,0.2755666666666666,0.1968333333333333,1
